musicName,musicAuthor,musicOriginal,musicAlbum,playUrl,coverMediumUrl,musicId
original sound,snookums,True,,https://v16m.tiktokcdn-us.com/41c46f1765c8f168f4f2ef842882da5c/670eaef8/video/tos/useast5/tos-useast5-ve-27dcd7c799-tx/o0CxzEhSZCWwJU3kADlZiC0MCEBivwAOZmQ4I/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GSDrKInz7Thsi8EOXq8Zmo&mime_type=audio_mpeg&qs=6&rc=ZGY2OjtoOjQ3OGdoPDk0ZUBpM3M8dms5cjY1djMzNzU8M0BhMzAtNl5hNS0xLTMxNWI0YSMtYC1vMmRrYDRgLS1kMTZzcw%3D%3D&vvpl=1&l=20241015120527617B1CDB29805404CD9F&btag=e00088000&download=true,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8f826a8d3d43ab018c8f59da6a4aff78~c5_720x720.jpeg?lk3s=a5d48078&nonce=82144&refresh_token=c1973e27b6328ecb453c283a328c4e20&x-expires=1729166400&x-signature=phiHFxrQt81B4%2BaUTtuUAtXW2aU%3D&shp=a5d48078&shcp=b59d6b55,7425914636416338693
Ae Mere Humsafar,chaandanee,True,,https://v16m.tiktokcdn-us.com/befb3a69b1944cd453a9cb4f4962b2e9/670eaefa/video/tos/useast5/tos-useast5-ve-27dcd7c799-tx/oECJLEDgW9FfMlJxUEF5w5QQnbCQ8BIdfBJluY/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GSDrKInz7Thsi8EOXq8Zmo&mime_type=audio_mpeg&qs=6&rc=Zjg4NzRnOWc5PDc7Zzw6ZEBpamhwbjU6ZnhobjMzNzU8M0AyYjYzYDMvXjUxYl9eLS5eYSNkczVscjRfLzZgLS1kMTZzcw%3D%3D&vvpl=1&l=20241015120527617B1CDB29805404CD9F&btag=e00088000&download=true,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d61c685e8774dc39faa366f527b7dfd6~c5_720x720.jpeg?lk3s=a5d48078&nonce=84947&refresh_token=71d0d240fd772a629cf537e6e66ddc61&x-expires=1729166400&x-signature=ckoxuL0Sotw7dnN8mR94wvgzNfs%3D&shp=a5d48078&shcp=b59d6b55,7283131449296734981
سبحان الله,Ali Dawud,False,سبحان الله,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/5f1db07a4e2c47d0a0a0463e93523a7a,https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2774/d64301abe8404906be2e7f13bf71b42d.jpeg,6886825095185041409
Dream A Little Dream Of Me,The Mamas & The Papas,False,Mama's Big Ones,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/o8GPMUdig2sVOMsI3AizBDnBwvo41Aapf4ZWz4,https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2774/oQMPAQfQMdMoDFHfAQ8RK4AAWXu3AbG1fIImSe.jpeg,6751060089999722497
UNLIMITED SOUL Crazy Business,unlimitedsoul_sa,True,,https://v16m.tiktokcdn-us.com/e3f52edb8dd7e0657bc2678b1c53803c/670eaf05/video/tos/useast5/tos-useast5-ve-27dcd7c799-tx/oQOeQkED7ofFEjKONbGuQsyYePFkTmJXKeEqJA/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GSDrKInz7Thsi8EOXq8Zmo&mime_type=audio_mpeg&qs=6&rc=ODloZjc6aTtnOGUzZTdlZUBpanBuNWs5cnFrdTMzNzU8M0BjMjQvMmAvXjExMS0xNTBeYSNgMWBuMmRra19gLS1kMTZzcw%3D%3D&vvpl=1&l=20241015120527617B1CDB29805404CD9F&btag=e00088000&download=true,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2608ee70551e8b319d6571db2ad0c77e~c5_720x720.jpeg?lk3s=a5d48078&nonce=5822&refresh_token=3ad0b0b92314ba1f80d344399558fb99&x-expires=1729166400&x-signature=hd1i0teC4LviuW2%2FOpucbI1cK2A%3D&shp=a5d48078&shcp=b59d6b55,7410422336519817990
bounce (i just wanna dance),фрози & joyful,False,bounce,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/owMLkPoixF36XzLXAQFIGegDHfZnrgfEDaCUbY,https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2774/o0XzA6UAiqdiZC8B5wDEXBDAsjbkBAA4WfVE6o.jpeg,7239111762301306881
Ribbons,Lila Ravelle,False,Fairy Songs,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/o47PZ9W6kQQrtTBDrB5eSvbDYvndxgCr6gbBea,https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2774/oQAiYHArioA7ZvBEH5vAsvBAWYWEimtrxU1xq.jpeg,7271016104533248002
Cupcake,Ambient Groove,False,Pacify Back,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/oUM57BZgUYAd3ioF8izd04BIzWF2vrU5mAKNM,https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2774/oQzAEFmWBBiMSwAA4MGAfi34mAoY5EQIspAK6A.jpeg,7351337842231068673
In the Mood,Glenn Miller,False,The Legend of Jazz,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/95aaf6db0ccb44a1be97a598c54a6e1c,https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2774/d4455d888334449aa2d6ef60893b1537.jpeg,6736016676434757633
Vibes,ZHRMusic,False,Vibes,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/oEviZQAYB6iOrWNFCKWIMaisARu5gTBJVxkU0,https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2774/oseds8fVMAKIAsAe2sGjA0IusIAuLfMsfLurEz.jpeg,7013588396048943105
The Cupcake Song,Chilled Nursery Rhymes,False,Night Time Nursery Rhymes,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/9c748b8796e44e90965a07eec8cc97cf,https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2774/725d84c3da1c41e2ab683969995df9ab.jpeg,6911354198047066114
พี่ชอบหนูที่สุดเลย (Speed Up),PONCHET,False,พี่ชอบหนูที่สุดเลย,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/oYIxjZBmdlVkEFy2eAuDTgKtQcBfC0XLpMK8EZ,https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2774/osV2pFBZQDmClitEkgApCbSeEfQsswBEl9EAZA.jpeg,7296136277207730178
sonido original,lomassabrosodelavida,True,,https://v19.tiktokcdn-us.com/9e0aab9877b8192caf0f16d3bde72064/670eaf1b/video/tos/useast5/tos-useast5-ve-27dcd7c799-tx/oUa0IcFOkHSfkeJNCJDEMMGtT2Og6Cwoy9Eif8/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GSDrKInz7Th~i8EOXq8Zmo&mime_type=audio_mpeg&qs=6&rc=Ozg4ZjtmODQzOTY0PDM1Z0BpM3g4anA5cjp4djMzNzU8M0A1Yi42NS82Xy0xNTMuNF41YSNiaHJxMmRzZzNgLS1kMTZzcw%3D%3D&vvpl=1&l=20241015120537DB2D77785E411D04D029&btag=e00088000&download=true,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/0b5f805e258b53c853532f4011368ff4~c5_720x720.jpeg?lk3s=a5d48078&nonce=98770&refresh_token=4469a4f4cea8da4fa9523717e70d9592&x-expires=1729166400&x-signature=z0qq39POfJfT4k5hjq8%2FQzoup18%3D&shp=a5d48078&shcp=b59d6b55,7425848195066170117
The Cupcake Song,Chilled Nursery Rhymes,False,Night Time Nursery Rhymes,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/9c748b8796e44e90965a07eec8cc97cf,https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2774/725d84c3da1c41e2ab683969995df9ab.jpeg,6911354198047066114
original sound,zindigamadina,True,,https://v16m.tiktokcdn-us.com/f63faeb032cfa9b863409e121da266a2/670eaf44/video/tos/useast5/tos-useast5-v-27dcd7c799-tx/1bf1d940ebc24fe38bbf835a63b98adc/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GSDrKInz7Thci8EOXq8Zmo&mime_type=audio_mpeg&qs=6&rc=ZzlpaGg3ZWg7OjxnNjpnN0BpM3FxdzY6Zms3ZDMzODU8NEBgMmAxYS9jNjQxNWIzXzViYSNsL2htcjRvbWFgLS1kMS1zcw%3D%3D&vvpl=1&l=2024101512053218C79681C76DF9046A1D&btag=e00090000&download=true,https://p16-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/31b0100a3186b563620363bd6d69c888.jpeg?lk3s=a5d48078&nonce=96965&refresh_token=4d4aea984a65812dc896b921402ef571&x-expires=1729166400&x-signature=Y999Qpa5EbTHivBx7uhkdu%2FxwzA%3D&shp=a5d48078&shcp=b59d6b55,7105075776139741954
